family,n,shots,method,metric,bitflip_rate,noisy_over_clean,ci_low,ci_high,paired_circuits
U1-RZ-XY-line,12,100,aligned_crossfit,finite_difference_snr_mean,0.01,0.956440746622247,0.9499556154795596,0.9632404176707173,20
U1-RZ-XY-line,12,100,aligned_crossfit,finite_difference_snr_mean,0.03,0.889739588860363,0.8806460200122358,0.8983329124836424,20
U1-RZ-XY-line,12,100,aligned_crossfit,finite_difference_snr_mean,0.05,0.8310394232893226,0.8186517605196599,0.8428161876734617,20
U1-RZ-XY-line,12,100,physical,actual_retention,0.01,1.0372170102374856,1.0364409095383968,1.0379700952799933,20
U1-RZ-XY-line,12,100,physical,actual_retention,0.03,1.145512652988538,1.1427207112073874,1.1485005310989431,20
U1-RZ-XY-line,12,100,physical,actual_retention,0.05,1.2737273678651153,1.2685851078977233,1.2791934876602014,20
U1-RZ-XY-line,12,100,physical,expected_scalar_directional_grad2,0.01,0.8772422977626687,0.8764256624906056,0.8780174007220432,20
U1-RZ-XY-line,12,100,physical,expected_scalar_directional_grad2,0.03,0.8024723560723858,0.8003784065653821,0.8044647664727729,20
U1-RZ-XY-line,12,100,physical,expected_scalar_directional_grad2,0.05,0.732550382446468,0.729571076531411,0.735392592172347,20
U1-RZ-XY-line,12,100,physical,finite_difference_snr_mean,0.01,0.9366003037564008,0.9360762331792939,0.9370961266724129,20
U1-RZ-XY-line,12,100,physical,finite_difference_snr_mean,0.03,0.8957679648586047,0.8944183690749127,0.897139380315201,20
U1-RZ-XY-line,12,100,physical,finite_difference_snr_mean,0.05,0.8558192204746647,0.8537618739229413,0.8578738232031468,20
U1-RZ-XY-line,12,100,random_rank,actual_retention,0.01,0.24397107843186536,0.23243001711234762,0.25541555766267326,20
U1-RZ-XY-line,12,100,random_rank,actual_retention,0.03,0.24288972789184166,0.2321626880818818,0.2539966642471554,20
U1-RZ-XY-line,12,100,random_rank,actual_retention,0.05,0.24202536733984023,0.23178371388458363,0.2529161745805628,20
U1-RZ-XY-line,12,100,random_rank,expected_scalar_directional_grad2,0.01,0.20601455956282905,0.19683287045881595,0.215509472216211,20
U1-RZ-XY-line,12,100,random_rank,expected_scalar_directional_grad2,0.03,0.16906853452018322,0.1618329024005515,0.17637930037973668,20
U1-RZ-XY-line,12,100,random_rank,expected_scalar_directional_grad2,0.05,0.13767760264626006,0.1320196021182379,0.14342355497526516,20
U1-RZ-XY-line,12,100,random_rank,finite_difference_snr_mean,0.01,0.45847722242077943,0.43554632216992245,0.48045739676817156,20
U1-RZ-XY-line,12,100,random_rank,finite_difference_snr_mean,0.03,0.41379145537610545,0.3933373422482372,0.433274646290685,20
U1-RZ-XY-line,12,100,random_rank,finite_difference_snr_mean,0.05,0.3717167342072744,0.3531683463601271,0.3893698901745766,20
U1-RZ-XY-line,12,1000,aligned_crossfit,actual_retention,0.01,1.0861841426831955,1.0816784309539997,1.090856744174218,20
U1-RZ-XY-line,12,1000,aligned_crossfit,actual_retention,0.03,1.141973571799722,1.1342448552826965,1.1497370990502165,20
U1-RZ-XY-line,12,1000,aligned_crossfit,actual_retention,0.05,1.2177759350205208,1.2068022940323497,1.2285072327774869,20
U1-RZ-XY-line,12,1000,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.9168237515226308,0.9125090001397148,0.9211405816241822,20
U1-RZ-XY-line,12,1000,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.7966601802469705,0.7903438381066953,0.8023909385928449,20
U1-RZ-XY-line,12,1000,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.6961986223685407,0.6885630028317898,0.7034604146532225,20
U1-RZ-XY-line,12,1000,aligned_crossfit,finite_difference_snr_mean,0.01,0.9564407466222503,0.9497442472726028,0.9635017717339545,20
U1-RZ-XY-line,12,1000,aligned_crossfit,finite_difference_snr_mean,0.03,0.8897395888603656,0.8806809181063521,0.8980331263152117,20
U1-RZ-XY-line,12,1000,aligned_crossfit,finite_difference_snr_mean,0.05,0.8310394232893237,0.8183758822213312,0.8427973085047522,20
U1-RZ-XY-line,12,1000,physical,actual_retention,0.01,1.0372170102374856,1.0364372436087879,1.0379890027972523,20
U1-RZ-XY-line,12,1000,physical,actual_retention,0.03,1.145512652988538,1.1427162691193424,1.1485911952008359,20
U1-RZ-XY-line,12,1000,physical,actual_retention,0.05,1.2737273678651153,1.2685890833173372,1.2789935884555637,20
U1-RZ-XY-line,12,1000,physical,expected_scalar_directional_grad2,0.01,0.8772422977626687,0.8764140792483098,0.8780253937096376,20
U1-RZ-XY-line,12,1000,physical,expected_scalar_directional_grad2,0.03,0.8024723560723858,0.8003911575788232,0.8044777451158451,20
U1-RZ-XY-line,12,1000,physical,expected_scalar_directional_grad2,0.05,0.732550382446468,0.729565428670359,0.7354341174551215,20
U1-RZ-XY-line,12,1000,physical,finite_difference_snr_mean,0.01,0.9366003037564034,0.9360859911568806,0.9371015939658045,20
U1-RZ-XY-line,12,1000,physical,finite_difference_snr_mean,0.03,0.8957679648586072,0.8943800152581874,0.8971528716490578,20
U1-RZ-XY-line,12,1000,physical,finite_difference_snr_mean,0.05,0.855819220474668,0.8537588182358425,0.8578699920793397,20
U1-RZ-XY-line,12,1000,random_rank,actual_retention,0.01,0.24397107843186536,0.23251496796560656,0.25564866209858356,20
U1-RZ-XY-line,12,1000,random_rank,actual_retention,0.03,0.24288972789184166,0.2320486197338633,0.2540918514777632,20
U1-RZ-XY-line,12,1000,random_rank,actual_retention,0.05,0.24202536733984023,0.23159094587332846,0.25290172525099647,20
U1-RZ-XY-line,12,1000,random_rank,expected_scalar_directional_grad2,0.01,0.20601455956282905,0.19701146387754787,0.21547579477364412,20
U1-RZ-XY-line,12,1000,random_rank,expected_scalar_directional_grad2,0.03,0.16906853452018322,0.16174219743474763,0.17631176163794848,20
U1-RZ-XY-line,12,1000,random_rank,expected_scalar_directional_grad2,0.05,0.13767760264626006,0.13187581535689394,0.1434218247622871,20
U1-RZ-XY-line,12,1000,random_rank,finite_difference_snr_mean,0.01,0.4584772224207928,0.435707796806485,0.48014543455227743,20
U1-RZ-XY-line,12,1000,random_rank,finite_difference_snr_mean,0.03,0.4137914553761147,0.39399983069790984,0.4328389012167694,20
U1-RZ-XY-line,12,1000,random_rank,finite_difference_snr_mean,0.05,0.3717167342072883,0.35371401731464164,0.38869939369066403,20
U1-RZ-XY-line,12,10000,aligned_crossfit,actual_retention,0.01,1.0861841426831955,1.0817872457987605,1.0907796175721118,20
U1-RZ-XY-line,12,10000,aligned_crossfit,actual_retention,0.03,1.141973571799722,1.134002945189402,1.1498274819286454,20
U1-RZ-XY-line,12,10000,aligned_crossfit,actual_retention,0.05,1.2177759350205208,1.2067303120373127,1.2286318726257262,20
U1-RZ-XY-line,12,10000,aligned_crossfit,expected_scalar_directional_grad2,0.01,0.9168237515226308,0.9127099675377613,0.921129598686209,20
U1-RZ-XY-line,12,10000,aligned_crossfit,expected_scalar_directional_grad2,0.03,0.7966601802469705,0.7904211964608595,0.8024025031487138,20
U1-RZ-XY-line,12,10000,aligned_crossfit,expected_scalar_directional_grad2,0.05,0.6961986223685407,0.6884918949830661,0.7034672691821364,20
U1-RZ-XY-line,12,10000,aligned_crossfit,finite_difference_snr_mean,0.01,0.9564407466222509,0.9499262669789488,0.9632268888482746,20
U1-RZ-XY-line,12,10000,aligned_crossfit,finite_difference_snr_mean,0.03,0.8897395888603665,0.880811529730004,0.8980953162099611,20
U1-RZ-XY-line,12,10000,aligned_crossfit,finite_difference_snr_mean,0.05,0.8310394232893247,0.8187358563279054,0.8430771736733903,20
U1-RZ-XY-line,12,10000,physical,actual_retention,0.01,1.0372170102374856,1.036441331290836,1.0379866038179166,20
U1-RZ-XY-line,12,10000,physical,actual_retention,0.03,1.145512652988538,1.1427085182027645,1.1484034035349298,20
U1-RZ-XY-line,12,10000,physical,actual_retention,0.05,1.2737273678651153,1.2686149242172888,1.2789983258467863,20
U1-RZ-XY-line,12,10000,physical,expected_scalar_directional_grad2,0.01,0.8772422977626687,0.8764083092183498,0.8780140310721929,20
U1-RZ-XY-line,12,10000,physical,expected_scalar_directional_grad2,0.03,0.8024723560723858,0.8003938458947236,0.8044619989687822,20
U1-RZ-XY-line,12,10000,physical,expected_scalar_directional_grad2,0.05,0.732550382446468,0.7296165709182376,0.7354070900334632,20
U1-RZ-XY-line,12,10000,physical,finite_difference_snr_mean,0.01,0.9366003037564047,0.9360795718358769,0.9371166001311021,20
U1-RZ-XY-line,12,10000,physical,finite_difference_snr_mean,0.03,0.8957679648586085,0.8943894359578014,0.8971423583821527,20
U1-RZ-XY-line,12,10000,physical,finite_difference_snr_mean,0.05,0.8558192204746689,0.8537581855047123,0.85791578574419,20
U1-RZ-XY-line,12,10000,random_rank,actual_retention,0.01,0.24397107843186536,0.2325929925630893,0.2554865864087655,20
U1-RZ-XY-line,12,10000,random_rank,actual_retention,0.03,0.24288972789184166,0.23202881756962132,0.254038441362226,20
U1-RZ-XY-line,12,10000,random_rank,actual_retention,0.05,0.24202536733984023,0.23171552801300965,0.2529596264407473,20
U1-RZ-XY-line,12,10000,random_rank,expected_scalar_directional_grad2,0.01,0.20601455956282905,0.1968634484381802,0.21514864957368537,20
U1-RZ-XY-line,12,10000,random_rank,expected_scalar_directional_grad2,0.03,0.16906853452018322,0.16180219832360987,0.1761604490143486,20
U1-RZ-XY-line,12,10000,random_rank,expected_scalar_directional_grad2,0.05,0.13767760264626006,0.13210366041518704,0.14339948479227035,20
U1-RZ-XY-line,12,10000,random_rank,finite_difference_snr_mean,0.01,0.4584772224207957,0.4350025386336976,0.480615921159173,20
U1-RZ-XY-line,12,10000,random_rank,finite_difference_snr_mean,0.03,0.4137914553761195,0.39371747380230776,0.43321894836933117,20
U1-RZ-XY-line,12,10000,random_rank,finite_difference_snr_mean,0.05,0.37171673420729173,0.35340337660458077,0.3894350822273865,20
