profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,metric,contrast,difference,ci95_low,ci95_high,ci_excludes_zero,direction_if_excludes_zero
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.05313443620615252,0.051681542257139036,0.05454493754499367,True,positive
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.012176279945001534,-0.019535876878615445,-0.004297240970473031,True,negative
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.33074735515187753,0.319059073891368,0.3425981899706103,True,positive
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,enhancement,U1 minus equal-weight generic-family mean,0.9298409922974263,0.9029553047530223,0.9577587878175585,True,positive
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,actual_retention,U1 minus equal-weight generic-family mean,0.6064936376746285,0.5965652361508561,0.6168592573990422,True,positive
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,deff_pairwise,U1 minus equal-weight generic-family mean,-121.72532417774444,-123.4446685619486,-119.99948143331656,True,negative
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.05313443620615252,0.05168610891561172,0.05453833133599273,True,positive
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.012176279945001534,-0.019685120556181816,-0.0038714465911965103,True,negative
v2_depth,prespecified depth-onset and saturation study,8,6.0,gaussian,Z,0.0,96,2,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.3563657604367767,0.34654580468293317,0.3669589559598911,True,positive
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,enhancement,U1 minus equal-weight generic-family mean,3.245099820261169,3.144125661640649,3.343112323774505,True,positive
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,actual_retention,U1 minus equal-weight generic-family mean,0.39635539411440424,0.3860062226837003,0.4062684871796759,True,positive
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,deff_pairwise,U1 minus equal-weight generic-family mean,-136.77864822526362,-138.42831215795167,-135.17229180437974,True,negative
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.04939482514863951,0.04790014643496343,0.050963352530395634,True,positive
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.007907985336548129,-0.016416085031265577,0.0002911456912748506,False,none
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.3262786677716932,0.31601745197683445,0.3361811705336641,True,positive
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,enhancement,U1 minus equal-weight generic-family mean,0.899218912316191,0.8727393615847027,0.9274769030842516,True,positive
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,actual_retention,U1 minus equal-weight generic-family mean,0.5954511129829138,0.5854825601950786,0.6060873835922831,True,positive
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,deff_pairwise,U1 minus equal-weight generic-family mean,-136.77864822526362,-138.42234030882557,-135.22870380624354,True,negative
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.04939482514863951,0.047941601917514794,0.0509257621343659,True,positive
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.007907985336548129,-0.016480097555481635,6.39509421101653e-05,False,none
v2_depth,prespecified depth-onset and saturation study,8,8.0,gaussian,Z,0.0,96,2,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.3453232357450621,0.3352886214213444,0.3561133134919177,True,positive
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,enhancement,U1 minus equal-weight generic-family mean,11.017041051298001,6.2172926834359155,15.449600025182539,True,positive
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,actual_retention,U1 minus equal-weight generic-family mean,0.4860827711344672,0.4479946859707141,0.5239956057982517,True,positive
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,deff_pairwise,U1 minus equal-weight generic-family mean,-39.63393218103707,-41.32833888228766,-37.93463936492216,True,negative
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,pairwise_purity,U1 minus equal-weight generic-family mean,0.04972218818869447,0.0449683385334904,0.0546422899013873,True,positive
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.03913238281610204,-0.059981518471108164,-0.01938159395668931,True,negative
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,1,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.4770479106660971,0.4403668049727456,0.5153522025877854,True,positive
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,enhancement,U1 minus equal-weight generic-family mean,-1.3125900305155298,-2.160725601932532,-0.5165849450870325,True,negative
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,actual_retention,U1 minus equal-weight generic-family mean,0.6046599706254798,0.5695715773682293,0.639766434595772,True,positive
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,deff_pairwise,U1 minus equal-weight generic-family mean,-39.63393218103707,-41.330008706960356,-37.93977666969334,True,negative
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,pairwise_purity,U1 minus equal-weight generic-family mean,0.04972218818869447,0.0449626833786366,0.05452860868085175,True,positive
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,Ffull_over_FQ_mean,U1 minus equal-weight generic-family mean,-0.03913238281610204,-0.059637003981011405,-0.019457864857070028,True,negative
v2_depth,prespecified depth-onset and saturation study,12,0.5,gaussian,Z,0.0,96,2,physical_minus_rank_baseline,U1 minus equal-weight generic-family mean,0.5530037604985316,0.5190363829156305,0.5866949182360375,True,positive
v2_depth,prespecified depth-onset and saturation study,12,1.0,gaussian,Z,0.0,96,1,enhancement,U1 minus equal-weight generic-family mean,23.137486807962233,20.91081206185074,25.53817808263329,True,positive
