profile,analysis_role,n,depth_factor,direction_sampler,measurement_basis,bitflip_rate,tangent_count_used,k,group,mean_enhancement,ci95_low,ci95_high,equivalence_margin,equivalence_low,equivalence_high,ci_entirely_inside_equivalence_band,families,circuits
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,SU2-CNOT-line,0.9541305302949622,0.9238970835691949,0.9884045058097262,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,1,SU2-HaarU4-brickwork,0.8905378696990462,0.8704969684291723,0.911804554493955,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,generic_family_balanced,0.9949376563411869,0.9825410183823017,1.0077741700509055,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,RY-RZ-CZ-line,1.0806334688642032,1.047103796015412,1.1140499232924315,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,SU2-CNOT-line,0.971349300061914,0.9585236212054706,0.984368898674204,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,4.0,gaussian,Z,0.0,96,2,SU2-HaarU4-brickwork,0.9328302000974436,0.9232231994662164,0.9437272416140388,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,generic_family_balanced,0.9301206491854431,0.9170055232748521,0.9432248591143818,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,RY-RZ-CZ-line,0.8956914290974723,0.8694514132816823,0.923484433518762,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,SU2-CNOT-line,0.9627290613314156,0.9407999747541338,0.9821110648709387,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,1,SU2-HaarU4-brickwork,0.9319414571274414,0.9117827088138869,0.9505585595868536,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,2,generic_family_balanced,0.9566560482416976,0.9522339571663063,0.9611214165919885,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,2,RY-RZ-CZ-line,0.9302966185051188,0.9209088188676885,0.9395356573457574,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,2,SU2-CNOT-line,0.9831555577961626,0.9761888578399692,0.9903005700905251,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,6.0,gaussian,Z,0.0,96,2,SU2-HaarU4-brickwork,0.9565159684238114,0.9498015623191615,0.9632839343314403,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,8.0,gaussian,Z,0.0,96,1,generic_family_balanced,0.9276557514614256,0.913795864972351,0.9418777452806266,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,12,8.0,gaussian,Z,0.0,96,1,RY-RZ-CZ-line,0.8982009170393245,0.8731894155848543,0.9215991270205489,0.1,0.9,1.1,False,1,12
v2_depth,prespecified depth-onset and saturation study,12,8.0,gaussian,Z,0.0,96,1,SU2-CNOT-line,0.9537093615201301,0.9250820580633565,0.9828329148564298,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,8.0,gaussian,Z,0.0,96,1,SU2-HaarU4-brickwork,0.9310569758248225,0.9134286345307561,0.9498694628345266,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,8.0,gaussian,Z,0.0,96,2,generic_family_balanced,0.9558037594356792,0.9500697354742267,0.9616350409423157,0.1,0.9,1.1,True,3,36
v2_depth,prespecified depth-onset and saturation study,12,8.0,gaussian,Z,0.0,96,2,RY-RZ-CZ-line,0.9291421611157196,0.9185406378118028,0.9395036978602294,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,8.0,gaussian,Z,0.0,96,2,SU2-CNOT-line,0.9798569881869795,0.9693972913177331,0.9914771259865918,0.1,0.9,1.1,True,1,12
v2_depth,prespecified depth-onset and saturation study,12,8.0,gaussian,Z,0.0,96,2,SU2-HaarU4-brickwork,0.9584121290043383,0.9496226560163047,0.9662136260043733,0.1,0.9,1.1,True,1,12
